deceptive,hotel,polarity,source,text,length,clean_review
truthful,omni,negative,Web,"My family booked five nitghts at the Omni Chicago for our upcoming spring break. We took advantage of a pre-paid, non-cancellable offer. We subsequently received a 'Bed & Breakfast' offer via email and immediately called the hotel to inquire whether we could switch our reservation (same dates, different offer). We called the 800' number and the customer services representative was so obnoxiously condescending and ignorant, we simply hung up. We had been looking forward to our vacation, but now I am not sure I made the right choice with this hotel. I should have paid closer attention to the reviews - the Ritz, the Four Seasons, and the Peninsula would have never treated us this way. I will post again after our stay on April 17th.
",739,family booked five nitghts omni chicago upcoming spring break took advantage prepaid noncancellable offer subsequently received bed breakfast offer via email immediately called hotel inquire whether could switch reservation date different offer called number customer service representative obnoxiously condescending ignorant simply hung looking forward vacation sure made right choice hotel paid closer attention review ritz four season peninsula would never treated u way post stay april th
truthful,fairmont,negative,Web,"For a supposed 4-star hotel, I was not very impressed at akk. The lobby was nice and modern-looking, but there were no bellhops outside to help with bags or open the doors (we didn't arrive that late at night). Additionally, when we walked into the hotel late one night, there was trash and flowers strewn on the lobby floor and, it seemed that there were always water bottles and glasses near the seating area as you walked in. Where was the staff to clean up? That's not a very welcoming sight. The rooms were nice and clean and provided a great view, but the actual location was farther than I would have preferred from Michigan Avenue, andi it was also a little too far south. Area recommendations Rush Street was a lot of fun at night!
",741,supposed star hotel impressed akk lobby nice modernlooking bellhop outside help bag open door didnt arrive late night additionally walked hotel late one night trash flower strewn lobby floor seemed always water bottle glass near seating area walked staff clean thats welcoming sight room nice clean provided great view actual location farther would preferred michigan avenue andi also little far south area recommendation rush street lot fun night
truthful,fairmont,negative,Web,"Seriously overpriced The room was clean and comfortable but did not stand out from any other mid priced hotel. The 'amenities' were a smoke screen, nothing was offered that you would not get at a much lesser quality motel but they did not have the basics that you would expect from a Holiday Inn. I would gladly have forgone the scale in the bathroom for a cup of hot coffee that I did not have to get dressed and go down to the lobby to purchase. Being charged $15/day for Internet on top of a $250/night rate was a bit over the top. The bathroom was not well lit which was inconvenient. The shower was a nice size with a fantastic over-sized shower head, unfortunately twice the water pressure was low so the effect was lost. The staff were friendly and helpful, actually the best part of the stay were the staff. All in all I found it overpriced for the quality of the room.
",878,seriously overpriced room clean comfortable stand mid priced hotel amenity smoke screen nothing offered would get much lesser quality motel basic would expect holiday inn would gladly forgone scale bathroom cup hot coffee get dressed go lobby purchase charged day internet top night rate bit top bathroom well lit inconvenient shower nice size fantastic oversized shower head unfortunately twice water pressure low effect lost staff friendly helpful actually best part stay staff found overpriced quality room
truthful,hyatt,negative,Web,"My expectations were not high because I booked this hotel through priceline for $58 / night. An amazing deal if not for the fact that you had to wait 15 - 20 minutes for hot water. I called the front desk to tell them that there was no hot water - to which they nonchalantly replied: 'try running it for 15 to 20 minutes.' They forgot to tell me to keep the water running after my shower, if anyone else expected to use the shower. My boyfriend, who showered after me, had to wait another 10 minutes to get the shower warm again. To make matters worse, after room service was delivered, we called and said we needed another fork. They told us it would cost $3 ($1 for the fork, $2 for delivey charge). Absolutely ridiculous!! At least with a 1 star hotel, you get hot water. This is supposed to be a 4 star hotel. I guess you do get what you paid for - I just feel bad for the people who actually paid full price.
",914,expectation high booked hotel priceline night amazing deal fact wait minute hot water called front desk tell hot water nonchalantly replied try running minute forgot tell keep water running shower anyone else expected use shower boyfriend showered wait another minute get shower warm make matter worse room service delivered called said needed another fork told u would cost fork delivey charge absolutely ridiculous least star hotel get hot water supposed star hotel guess get paid feel bad people actually paid full price
truthful,conrad,negative,Web,"I live in Chicago and have frequent occasion to recommend hotels to friends and business acquaintances. We recently put up a candidate (and his family) we were recruiting for our company at the Conrad. We had had good luck with this hotel when it was a Le Meridien. It was a disappointment for all concerned as a Conrad. On the plus side, our guests were able to check in early with no problem and they generally liked their room. On the downside... They learned after the fact that all rooms with two beds have no bath tub (only a shower). Our guests moved to a room with a bath tub and found hairs in it, which they had to clean themselves. When the coffee bar had no caffeinated coffee and our guests asked for some, they were told it would be delivered immediately. When they called 30 minutes later the front desk admitted that they had 'forgotten.' While the concierge and doorman were quite helpful, our guests told us that the front desk personnel were sullen and unresponsive. Our guests were generally under whelmed by one of the 'five best hotels in Chicago.' Conrad has a long way to go to compete with the Four Seasons, Peninsula and Park Hyatt.
",1159,live chicago frequent occasion recommend hotel friend business acquaintance recently put candidate family recruiting company conrad good luck hotel le meridien disappointment concerned conrad plus side guest able check early problem generally liked room downside learned fact room two bed bath tub shower guest moved room bath tub found hair clean coffee bar caffeinated coffee guest asked told would delivered immediately called minute later front desk admitted forgotten concierge doorman quite helpful guest told u front desk personnel sullen unresponsive guest generally whelmed one five best hotel chicago conrad long way go compete four season peninsula park hyatt
truthful,fairmont,negative,Web,"I was very disappointed with the hotel this time. They seem to be coming down in quality quite a bit. The clientele also seem to be of a lower quality. The lobby was quite a rambunctious scene with no one on staff seeming to notice. The house keeper only did the bare minimum in the room each day and did not replace the used toiletries or the coffee; she also left the dirty coffee cups in the room. I think I will have to stay with the InterContinental next time.
",466,disappointed hotel time seem coming quality quite bit clientele also seem lower quality lobby quite rambunctious scene one staff seeming notice house keeper bare minimum room day replace used toiletry coffee also left dirty coffee cup room think stay intercontinental next time
truthful,omni,negative,Web,"Will start by saying the employees were wonderful, especially in the restaurant / bar employees, could not have been nicer.....what appeared to be the hotel manager went above and beyond....Unfortunately, that's where it ends! The rooms, in my opinion, appeared different then pictures and were worn and ratty...you know, uninviting sofa and crappy coffee table and desk area... the first room I was given had bright construction lights shining in my room and men working on the next building that were looking directly into my window!!I kid you not; they seemed as if they were about 15-20 ft from my window!! And this was after I specifically had asked for a room that might have a decent view..I was then switched to a room that had virtually no light and was truly, again... just worn out!!!NOT a 4 star hotel, this seemed to be closer to a 2, perhaps being extremely kind 3 star...I travel on business so I know the difference...I merely touched the cabinet door on the bar unit and it literally fell off in my hand! I complained to a very nice woman from housekeeping and to her credit, she made sure the door was fixed ASAP. They gave me a bottle of wine to compensate..which I utilized to dull my senses as to my surroundings for the next 2 days....I wanted to give Omni a shot...big mistake... Unfortunately, brought a friend with me to show her how great Chicago was and I was soooo embarrassed, as I had chosen the hotel...She was extremely disappointed as well...should have gone with my first instinct which was the Conrad!! Lesson learned!
",1554,start saying employee wonderful especially restaurant bar employee could nicerwhat appeared hotel manager went beyondunfortunately thats end room opinion appeared different picture worn rattyyou know uninviting sofa crappy coffee table desk area first room given bright construction light shining room men working next building looking directly windowi kid seemed ft window specifically asked room might decent viewi switched room virtually light truly worn outnot star hotel seemed closer perhaps extremely kind stari travel business know differencei merely touched cabinet door bar unit literally fell hand complained nice woman housekeeping credit made sure door fixed asap gave bottle wine compensatewhich utilized dull sens surroundings next daysi wanted give omni shotbig mistake unfortunately brought friend show great chicago soooo embarrassed chosen hotelshe extremely disappointed wellshould gone first instinct conrad lesson learned
truthful,fairmont,negative,Web,"Fairmont Hotels are generally my preferred choice, but this was a true disappointment. Check-in was quite slow and problematic (glitches with their reservation system locally). Room was very small and oddly arranged. Felt quite cramped in room and was hard to work at very small desk. Hotel overall felt quite cold and isolating...lobby is not at all inviting, and it didn't feel terribly safe walking around outside. Gift shop was overpriced, even for a downtown hotel. Food was disappointing. Overall this seems greatly overpriced and does not meet usual standards of A Fairmont i've come to count on. Bill was completely messed up and required 3 separate calls after i left to straighten out.
",696,fairmont hotel generally preferred choice true disappointment checkin quite slow problematic glitch reservation system locally room small oddly arranged felt quite cramped room hard work small desk hotel overall felt quite cold isolatinglobby inviting didnt feel terribly safe walking around outside gift shop overpriced even downtown hotel food disappointing overall seems greatly overpriced meet usual standard fairmont ive come count bill completely messed required separate call left straighten
truthful,hyatt,negative,Web,"I travel often for business and this hotel ranks very low on my list. The room had such a strong odor of smoke, it gave me a headache (and I used to be a smoker)! The room service was mediocre and extremely expensive. The hotel is disturbingly huge. Very difficult to navigate your way around it. I waited on hold for twenty minutes to ask a concierge where a pharmacy was located. She curtly gave me cross-street names and hung up. Uhhhhh, how do I know which direction to go in??? Stains on the carpet in the room. A big gauge in the wall, where maybe a thermostat once was??? The shower is decent. All in all, for the price they charge, NO THANKS!!! I'm just glad my company is footing the bill.
",699,travel often business hotel rank low list room strong odor smoke gave headache used smoker room service mediocre extremely expensive hotel disturbingly huge difficult navigate way around waited hold twenty minute ask concierge pharmacy located curtly gave crossstreet name hung uhhhhh know direction go stain carpet room big gauge wall maybe thermostat shower decent price charge thanks im glad company footing bill
truthful,hyatt,negative,Web,"The room was dingy and run down - it felt like staying in a cheap motel. The carpet was exceptionally worn, wallpaper peeling, bathroom grout dingy. The place felt like it hadn't been redecorated in 30 years. On top of that, the windows would not open (not unusual for a hig-rise hotel), and there was no air fan for ac or heat - how the temp control was supposed to work, I have no idea (they said 'radient cooling' whatever that is), but we had to call down to the front desk and ask for a floor fan to cool the room and have some air circulation. We even went so far as to prop the door open and put the fan in the fan in the door while we were in the room to not feel suffocated. So much for privacy. I can't comment on the food, because we ate out at every chance. Chicago has some fantastic food! And much of it within easy distance to the hotel. The hotel is in a good location, near the waterfront and millenium park, shopping and dining. The conference facilities were average, but frustrating because they were in the basement and cell phone reception was non-existent. I will never stay in this hotel again, especially for the price, because of the poor room quality.
",1179,room dingy run felt like staying cheap motel carpet exceptionally worn wallpaper peeling bathroom grout dingy place felt like hadnt redecorated year top window would open unusual higrise hotel air fan ac heat temp control supposed work idea said radient cooling whatever call front desk ask floor fan cool room air circulation even went far prop door open put fan fan door room feel suffocated much privacy cant comment food ate every chance chicago fantastic food much within easy distance hotel hotel good location near waterfront millenium park shopping dining conference facility average frustrating basement cell phone reception nonexistent never stay hotel especially price poor room quality
truthful,conrad,negative,Web,"We've stayed here before but this time around was a marked difference in quality and service - the staff wasn't rude, just incompetent. For example, we ordered wine glasses for the room because the hotel no longer services a mini bar in the room, which seemed like a really cheap way to go for this type of hotel. Nonetheless, the staff brought us 4 coffee mugs... The list of issues goes on unfortunately, including the low grade in-room movie options - our audio and video did not sync on our rental; we eventually had to stop watching after 20 minutes. And the room itself was not clean; the bathroom sink vent holes were black with mold. Clearly the hotel has pulled back on not only amenities, but training or sufficient staff... oh, but the price point for this hotel has stayed the same. Find a newer hotel, there are many in this great city.
",850,weve stayed time around marked difference quality service staff wasnt rude incompetent example ordered wine glass room hotel longer service mini bar room seemed like really cheap way go type hotel nonetheless staff brought u coffee mug list issue go unfortunately including low grade inroom movie option audio video sync rental eventually stop watching minute room clean bathroom sink vent hole black mold clearly hotel pulled back amenity training sufficient staff oh price point hotel stayed find newer hotel many great city
truthful,hyatt,negative,Web,"The Chicago Hyatt Regency deceptively alters the cancellation policy by charging the full room rate upon cancellation--ie the room cannot be cancelled. I recently booked over the phone a one night stay directly with the hotel. The reservation specialist mentioned over the phone there was a 72-hour cancellation policy. However, when I tried to cancel the reservation within that timeframe, Robert, the reservation supervisor, said that the room could not be cancelled at any time without charging full price for the room. He said that I should refer to the confirmation e-mail that states at the bottom that prepayment is required at time of booking / non-refunable. This clearly was not what was agreed to over the phone. I told him to cancel without being charged. In response, he threatened to cancel and charge me for the full stay. Why would someone cancel if they are going to be charged full price? The bottom line is the hotel deceptively changed the terms of the agreement, and Robert should go back to customer service school!
",1038,chicago hyatt regency deceptively alters cancellation policy charging full room rate upon cancellationie room cancelled recently booked phone one night stay directly hotel reservation specialist mentioned phone hour cancellation policy however tried cancel reservation within timeframe robert reservation supervisor said room could cancelled time without charging full price room said refer confirmation email state bottom prepayment required time booking nonrefunable clearly agreed phone told cancel without charged response threatened cancel charge full stay would someone cancel going charged full price bottom line hotel deceptively changed term agreement robert go back customer service school
truthful,fairmont,negative,Web,"My experiences at the Fairmont Chicago were less than desirable. I try to be fair when I write my reviews, but fair is not in the Fairmont Chicago language. From pulling up to check in I felt the gouging start. $54 a night for parking is terrible for this area $30-$35 is the average and that is not affordable as it is but $54 is just disgusting to put on your guests. The parking was more than my car rental. In the room the internet is not complementary it is $16 for standard and $25 for some sort of ultra upgraded internet service. Gouge gouge gouge, who charges for internet anymore and even worse upgraded services. I didn't go online every day of my 8 day stay because of the cost. One update on the internet that they don't tell you upon check in is that if you sign up for the free premiere Fairmont club you will receive free in room internet service, I found that out on the last day of my stay. Other issues with this property is the shower pressure is not very good. The bed was hard and uncomfortable. And I would say there are many other properties that have a better location and price in the city. On a good note the Aria resturant in the Fairmont has a tremendous staff and serves up the best burger and fries I have ever had, loved the complimentary naan and dips to start, and the complimentary orange bark to finish.
",1340,experience fairmont chicago less desirable try fair write review fair fairmont chicago language pulling check felt gouging start night parking terrible area average affordable disgusting put guest parking car rental room internet complementary standard sort ultra upgraded internet service gouge gouge gouge charge internet anymore even worse upgraded service didnt go online every day day stay cost one update internet dont tell upon check sign free premiere fairmont club receive free room internet service found last day stay issue property shower pressure good bed hard uncomfortable would say many property better location price city good note aria resturant fairmont tremendous staff serf best burger fry ever loved complimentary naan dip start complimentary orange bark finish
truthful,hyatt,negative,Web,"staff was very courteous. desk clerk gave only one coupon for the free breakfast instead of two. second desk clerk gave the wrong time for the breakfast on the second day, causing us to miss the free period. room was very clean, with a nice view of the river. bed was very comfortable. toilet looked like it belonged in a public restroom (no tank; instead it had a stainless steel valve) instead of a 4-star hotel. no dresser to store clothes. no wastebasket in the room, and there was a cover for the icebucket, but no icebucket. folding luggage stand had a broken strap. location was good, close to the river. several american-style eating places nearby. overall, a disappointment for a four-star hotel. i expected more for a hyatt regency.
",743,staff courteous desk clerk gave one coupon free breakfast instead two second desk clerk gave wrong time breakfast second day causing u miss free period room clean nice view river bed comfortable toilet looked like belonged public restroom tank instead stainless steel valve instead star hotel dresser store clothes wastebasket room cover icebucket icebucket folding luggage stand broken strap location good close river several americanstyle eating place nearby overall disappointment fourstar hotel expected hyatt regency
truthful,omni,negative,Web,"The Omni was chosen for it's location whichworked out perfectly. The bedding was wondeful and everything seemed fairly clean ...until...I sat down in the tub...there was BLACK MOLD in the soap holder, in the cracks on the walls between the tile, all under the tile overhang above the tub and completely around the toilet bowl. Needless to say I drained the tub and took a shower...I really don't care for showers. Oh yes...the toilet leaked as well...The staff were very helpful but I was disappointed. I travel extensively and don't think I will return. we needed color copies for a business meeting and their printer was broken, so the man in the business center took the jump drive to another part of the hotel, printed the presentation and delivered it to our room. They try! We booked online for a weekend package and got a room on the 10th floor with a view of the windows of another building...but we weren't there too much.
",932,omni chosen location whichworked perfectly bedding wondeful everything seemed fairly clean untili sat tubthere black mold soap holder crack wall tile tile overhang tub completely around toilet bowl needless say drained tub took showeri really dont care shower oh yesthe toilet leaked wellthe staff helpful disappointed travel extensively dont think return needed color copy business meeting printer broken man business center took jump drive another part hotel printed presentation delivered room try booked online weekend package got room th floor view window another buildingbut werent much
truthful,fairmont,negative,Web,"I was looking forward to staying here for my wedding in late September, and was surprised by the signs of hard times that were subtle, but affected me and my husband. For example, he got locked out of our room 2 times, once having to wait for 15 minutes in the hallway after going to the spa. The other time was when he was getting ready for our wedding ceremony, so that was stressful because he lost some time. The keycard just would stop working. Then a fuse blew, so we had no power while trying to get ready. It happened to me also, coming back from the spa, and I called on the hallway phone to get help. Luckily, right after that, an employee who was randomly walking by asked me if I had been waiting long--as if she knew this was a problem. I said no, and she called down to check. Apparently, no one had even called Security to get me back into my room! She had a set of keys and let me in, thank god. Then, on our wedding night, my husband wanted to order from room service. It was a little after 10:30pm. We were told that room service was closed for the night--even though all the literature in the room brags about '24 hour dining.' That fact was never communicated to us when we checked in. I feel like the quality of service and amenities are slipping. We later heard something about a lot of employees getting laid off, so maybe that's why people weren't too intersted in providing good service. I don't think if I would recommend that anyone stay at this Fairmont nor will I ever again. BTW, the spa is great to hang out in, even if you're not doing a massage.
",1579,looking forward staying wedding late september surprised sign hard time subtle affected husband example got locked room time wait minute hallway going spa time getting ready wedding ceremony stressful lost time keycard would stop working fuse blew power trying get ready happened also coming back spa called hallway phone get help luckily right employee randomly walking asked waiting longas knew problem said called check apparently one even called security get back room set key let thank god wedding night husband wanted order room service little pm told room service closed nighteven though literature room brag hour dining fact never communicated u checked feel like quality service amenity slipping later heard something lot employee getting laid maybe thats people werent intersted providing good service dont think would recommend anyone stay fairmont ever btw spa great hang even youre massage
truthful,fairmont,negative,Web,"This hotel has a great location, and very friendly staff. However, the physical condition of the property has certainly fallen behind the competition. I use to be a regular at this hotel . . . but have not been back for 15 years. Rooms have not been well maintained (old carpets frayed at doors), wall paper peeling off of the walls, TV's from the 80's. There is currently construction going on in the lobby area, making it impossible to get to the restaurant without leaving the hotel and walking to an outside door.
",518,hotel great location friendly staff however physical condition property certainly fallen behind competition use regular hotel back year room well maintained old carpet frayed door wall paper peeling wall tv currently construction going lobby area making impossible get restaurant without leaving hotel walking outside door
truthful,fairmont,negative,Web,"If I didn't have to stay here, I wouldn't. Without exception, I swear I am not lying, every day of my stay brings a new problem. Over the past 3 months, I have stayed here 6 times for 3 nights at a time; problems every time. From the wrong food with room service, to room keys that dont work, unrefreshed bath towels, forgotten and dirty in-room coffee service, unclean ice bucket overnight, forgotten room cleaning, inability to connect to the Internet....I'm too tired to keep writing all the problems. For the price of this chi-chi downtown hotel, I expect more. Finally, their team is certainly not trained in customer service. The front desk teams have attitudes, and Aria's hostesses think they are something else. I'm stuck using this hotel since it is adjoined to Aon, but I would never go back if I had a choice. The only good thing is the food at Aria - outstanding.
",877,didnt stay wouldnt without exception swear lying every day stay brings new problem past month stayed time night time problem every time wrong food room service room key dont work unrefreshed bath towel forgotten dirty inroom coffee service unclean ice bucket overnight forgotten room cleaning inability connect internetim tired keep writing problem price chichi downtown hotel expect finally team certainly trained customer service front desk team attitude aria hostess think something else im stuck using hotel since adjoined aon would never go back choice good thing food aria outstanding
truthful,fairmont,negative,Web,"The bathroom toilet leaked water all over the bathroom every time it was flushed, so we called maintenance to have it fixed. We returned to our room only to discover the maintenance personnel had left a nasty mess in the bathroom and the toilet seat was covered in grease. There were dirty clothes all over the bathroom and they even used our guestroom towels to clean their hands and tools. We love Chicago but we are never staying at this hotel again.
",454,bathroom toilet leaked water bathroom every time flushed called maintenance fixed returned room discover maintenance personnel left nasty mess bathroom toilet seat covered grease dirty clothes bathroom even used guestroom towel clean hand tool love chicago never staying hotel
truthful,omni,negative,Web,"Nice big rooms but stinky mildew hallways, fair room service menu and weird elevator set up really hurt my review on the Omni. Location was great but there are a lot of other options. If you get a really good deal on the room, I wouldn't say no.
",246,nice big room stinky mildew hallway fair room service menu weird elevator set really hurt review omni location great lot option get really good deal room wouldnt say
truthful,conrad,negative,Web,"The Conrad has all the right stuff - great bedding, fancy decorations, beautiful lobby, etc. However, they are seriously missing the boat when it comes to customer service and attention to detail. When I checked in, I went to get a glass of wine from the minibar, only to discover that everything in the fridge was warm. I called for help and was cheerfully told that they would send an engineer right away to fix it. In the meantime, I said, great, but what about a cold drink? They proceeded to send me 1 glass of wine via room service, without asking me if this would be okay. I paid $25 for 1 glass of wine. The minibar bottle would've given me 2 glasses for about $33. Nothing was said to me about this obvious difference. When I called to complain, I was made to feel cheap. To me, it was not the money, it was the principle. The next morning, my bill showed that I had eaten something out of the minibar. I had not. I called, and they said that the automatic sensors in the minibar must have triggered something (duh - when the engineer came and took the entire fridge out of its compartment to fix it), and they took the charge off. They also took $10 off my room service bill, but I was still annoyed that nobody bothered to apologize or acknowledge the fact that I was overcharged. Also, when they fixed the minibar fridge, they did not replace anything in it. The guy said, it'll take a while for things to cool down. Oh, really? How about the warm beer, that was once cold, that will now taste disgusting? I guess they're saving that for the next person who checks into my room and has no idea. Another annoyance was that the lighted mirror in our bathroom did not work. When I plugged it in, it made 2 other lights in the bathroom go off, and then it never would come on. It seems that the Conrad thinks it can spend a lot of money to make itself look beautiful, without worrying about each customer's experience. I don't think they go into the rooms and check them out. And their sta
",1998,conrad right stuff great bedding fancy decoration beautiful lobby etc however seriously missing boat come customer service attention detail checked went get glass wine minibar discover everything fridge warm called help cheerfully told would send engineer right away fix meantime said great cold drink proceeded send glass wine via room service without asking would okay paid glass wine minibar bottle wouldve given glass nothing said obvious difference called complain made feel cheap money principle next morning bill showed eaten something minibar called said automatic sensor minibar must triggered something duh engineer came took entire fridge compartment fix took charge also took room service bill still annoyed nobody bothered apologize acknowledge fact overcharged also fixed minibar fridge replace anything guy said itll take thing cool oh really warm beer cold taste disgusting guess theyre saving next person check room idea another annoyance lighted mirror bathroom work plugged made light bathroom go never would come seems conrad think spend lot money make look beautiful without worrying customer experience dont think go room check sta
truthful,omni,negative,Web,"we love the location and proximity to everything. The staff was very friendly and courteous. They were so nice to our 2.5 year old boy. got his backpack full of goodies the moment we arrived. We got free wifi and morning drinks by signing up for select guest program . Can't beat that! the only minor issue is the elevator. we have to take 2 separate elevator trips to get to our room. It got a little annoying when we were going in and out often. Otherwise, it was a great stay!
",480,love location proximity everything staff friendly courteous nice year old boy got backpack full goody moment arrived got free wifi morning drink signing select guest program cant beat minor issue elevator take separate elevator trip get room got little annoying going often otherwise great stay
truthful,hyatt,negative,Web,"Thank god I got this hotel through priceline. I can't imagine paying full price for this place. The tub was moldy and dingy. The toilet didn't flush. Their selection of TV channels was limited to say the least. Unless you wanted to pay $5 for a rerun of an NBC show. Oh, and internet? Why that will set you back about $15 for the day. And breakfast? That's about $16 for a cup of coffee, a croissant and two slices of honeydew. This hotel is the pits. The customer service is....absent! When you walk in to the ridiculous lobby (decked out like some bad late 80's prom) there's no one to direct you upstairs to the check in. And once you're there, check in is very fast, i'll grant them that. This hotel is a big, crummy rip-off. I will never stay here (and will steer clear of Hyatts in general I believe).
",808,thank god got hotel priceline cant imagine paying full price place tub moldy dingy toilet didnt flush selection tv channel limited say least unless wanted pay rerun nbc show oh internet set back day breakfast thats cup coffee croissant two slice honeydew hotel pit customer service isabsent walk ridiculous lobby decked like bad late prom there one direct upstairs check youre check fast ill grant hotel big crummy ripoff never stay steer clear hyatts general believe
truthful,conrad,negative,Web,"Do you imagine getting there for the first time and overlooking the room, that was supposed to be ready, with used towels and the mouthwash opened and used? what about when they left the towel for the floor (the foot towel) to dry my face? what about the slippers that, although being still in the bag, had all the sole broken and left tiny plastic parts over the way to the garbage (all over the room, de facto). i didn't realise that would happen to me until i saw paris hilton on tv and then i knew god is great and he did it to us for being such an idiots to go to a company that has been able to create her. shame on us, actually!
",636,imagine getting first time overlooking room supposed ready used towel mouthwash opened used left towel floor foot towel dry face slipper although still bag sole broken left tiny plastic part way garbage room de facto didnt realise would happen saw paris hilton tv knew god great u idiot go company able create shame u actually
truthful,hyatt,negative,Web,"My family and I stayed at the Hyatt on Wacker Dr. on March 27, 2012. We were excited about the great price we got for your 4-star hotel through priceline. Unfortunately, we were not impressed. In the past, we have stayed at the Hyatt in downtown San Diego for spring break on the Marina, but chose to stay closer to home this year. The room was not clean to our standards when we arrived, even though we paid for an upgrade. We asked for it to be cleaned while we were sight seeing and were assured it would be looked after. Upon our return, nothing had been moved in the room to re-clean including the tea my sons had made prior to our excursion so I can only assume, it wasn't even checked as promised. We only had 3 towels for the 4 of us and had to call for more. They were promptly delivered but room service took 40 + minutes to deliver us a knife and corkscrew we essentially paid for because we felt compelled to tip even though we had to call and ask for it twice! The curtains were dirty and frayed by the vacuuming, the bed skirt had a foreign stain on it, the honor bar/fridge was gouged and dirty, too! The mirror was dirty and the beds appeared to have been jumped on - not neat and tidy at all....There were boxes of trash in the hall and an old refrigerator or two as well. Very disappointing to say the least. I have buyer's remorse and wish we had just taken the train home and stayed in our own beds! We were compensated for our upgrade - $20.00 but given the price of parking, taxes, and etc. at this point I wouldn't recommend this Hyatt to anyone. My husband travels and uses his Hyatt business travel points quite often and also expected better from your 4-star hotel. I felt compelled to let you know how unhappy we were with your facility.
",1765,family stayed hyatt wacker dr march excited great price got star hotel priceline unfortunately impressed past stayed hyatt downtown san diego spring break marina chose stay closer home year room clean standard arrived even though paid upgrade asked cleaned sight seeing assured would looked upon return nothing moved room reclean including tea son made prior excursion assume wasnt even checked promised towel u call promptly delivered room service took minute deliver u knife corkscrew essentially paid felt compelled tip even though call ask twice curtain dirty frayed vacuuming bed skirt foreign stain honor barfridge gouged dirty mirror dirty bed appeared jumped neat tidy allthere box trash hall old refrigerator two well disappointing say least buyer remorse wish taken train home stayed bed compensated upgrade given price parking tax etc point wouldnt recommend hyatt anyone husband travel us hyatt business travel point quite often also expected better star hotel felt compelled let know unhappy facility
truthful,omni,negative,Web,"Not a good start when the front desk isn't willing to tell their customers that they have a problem with your room! We reserved a King Suite, and the hotel put us in a Queen Suite without telling us up front. Only after we confronted the Manager did they come clean about the switch, he offered us a free breakfast, but would not up-grade our room. The whole problem could have been avoided if they would have told us the truth and let us decide if we still were willing to stay at the Omni. We will not be retuning to this Hotel again.
",537,good start front desk isnt willing tell customer problem room reserved king suite hotel put u queen suite without telling u front confronted manager come clean switch offered u free breakfast would upgrade room whole problem could avoided would told u truth let u decide still willing stay omni retuning hotel
truthful,omni,negative,Web,"We experienced bed bugs in our room while staying at the Omni Chicago Hotel on the Magnificent Mile. We never received a return call from General Manager Sanjay Mahajan after several voicemails. We will never return to the hotel and will work to spread the word. We also heard from several employees from the cleaning staff that this is common in the hotel.
",358,experienced bed bug room staying omni chicago hotel magnificent mile never received return call general manager sanjay mahajan several voicemail never return hotel work spread word also heard several employee cleaning staff common hotel
truthful,fairmont,negative,Web,"Beautiful hotel, but doesn't have a lot to offer for the price. Sheets and pillowcases in the room had stains on them, TV remote would not function properly. Valet service truly needs improvement. We payed quite a bit for overnight parking, and it took them almost an hour to bring our car to us when we needed to leave. When we asked to find out what was taking so long, we got tossed back and forth between bell hop and front desk, with no answers.
",451,beautiful hotel doesnt lot offer price sheet pillowcase room stain tv remote would function properly valet service truly need improvement payed quite bit overnight parking took almost hour bring car u needed leave asked find taking long got tossed back forth bell hop front desk answer
truthful,omni,negative,Web,"No excuse for a hotel like this to have cold showers on three consecutive days and then to tell customer that engineering will look at it and that we should have told them sooner. I wouldn't expect a cold shower at a budget hotel, let alone an Omni. Great location and the bar is nice.
",286,excuse hotel like cold shower three consecutive day tell customer engineering look told sooner wouldnt expect cold shower budget hotel let alone omni great location bar nice
truthful,conrad,negative,Web,"Let me first start by saying I have always been pleased with the Conrad hotels and that is why I chose the Conrad Chicago. I was very disappointed in the level of service. 3 phone calls to get maintenance to fix the bathroom sink, unpleasant experience in the Terrace resturant, front desk not aware of room eminities, and a very uncaring MOD! All the Conrad hotels I have stayed at have been 5 STAR but not this one. I have to give it 2 stars!!!:(
",449,let first start saying always pleased conrad hotel chose conrad chicago disappointed level service phone call get maintenance fix bathroom sink unpleasant experience terrace resturant front desk aware room eminities uncaring mod conrad hotel stayed star one give star
truthful,hyatt,negative,Web,"The lines at the check in desk were tremendously long so we decided to use the computerized self check in. The only option the self check in gave us was the size of the bed. When we got to our room, we immediately realized we were placed in a smoking room but we were unable or perhaps the staff was unwilling to move us to a non smoking room. I am allergic to the smoke and that made my stay uncomfortable. The walls seemed thin and we could clearly hear the conversations of the guests in the rooms next to us. When we went to breakfast, we were seated quickly but it was nearly ten minutes before our server arrived. For the price they were charging, the wait was unacceptable and we went elsewhere. It also took ten extra minutes than promised for the valet to get our car. For forty dollars a day for parking, we expected better.
",835,line check desk tremendously long decided use computerized self check option self check gave u size bed got room immediately realized placed smoking room unable perhaps staff unwilling move u non smoking room allergic smoke made stay uncomfortable wall seemed thin could clearly hear conversation guest room next u went breakfast seated quickly nearly ten minute server arrived price charging wait unacceptable went elsewhere also took ten extra minute promised valet get car forty dollar day parking expected better
